"","GPS.Time","Device.Time","Longitude","Latitude","GPS.Speed..Meters.second.","Horizontal.Dilution.of.Precision","Altitude","Bearing","Acceleration.Sensor.Total..g.","Acceleration.Sensor.X.axis..g.","Acceleration.Sensor.Y.axis..g.","Acceleration.Sensor.Z.axis..g.","Ambient.air.temp..C.","Average.trip.speed.whilst.moving.only..km.h.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Barometric.pressure..from.vehicle..psi.","Cost.per.mile.km..Instant....km.","Cost.per.mile.km..Trip....km.","Distance.to.empty..Estimated..km.","Distance.travelled.with.MIL.CEL.lit.km.","Engine.Coolant.Temperature..C.","Engine.kW..At.the.wheels..kW.","Engine.Load...","Engine.RPM.rpm.","Fuel.cost..trip..cost.","Fuel.flow.rate.hour.l.hr.","Fuel.flow.rate.minute.cc.min.","Fuel.Level..From.Engine.ECU....","Fuel.Rail.Pressure.psi.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","GPS.Accuracy.m.","GPS.Altitude.m.","GPS.Bearing...","GPS.Latitude...","GPS.Longitude...","GPS.Satellites","Horsepower..At.the.wheels..hp.","Intake.Air.Temperature..C.","Intake.Manifold.Pressure.psi.","Kilometers.Per.Litre.Instant..kpl.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km.","Mass.Air.Flow.Rate.g.s.","Miles.Per.Gallon.Instant..mpg.","Miles.Per.Gallon.Long.Term.Average..mpg.","Speed..GPS..km.h.","Speed..OBD..km.h.","Throttle.Position.Manifold....","Torque.Nm.","Trip.average.KPL.kpl.","Trip.average.Litres.100.KM.l.100km.","Trip.average.MPG.mpg.","Trip.Distance.km.","Trip.distance..stored.in.vehicle.profile..km.","Trip.Time.Since.journey.start..s.","Trip.time.whilst.moving..s.","Trip.time.whilst.stationary..s.","Turbo.Boost...Vacuum.Gauge.psi.","Voltage..OBD.Adapter..V.","Volumetric.Efficiency..Calculated...."
"299","Sun Feb 04 14:08:09 GMT+05:30 2018","04-Feb-2018 14:08:08.359",77.59338143,12.87055813,3.74,9.648001,832.280029296875,201.9,-0.02777494,0.03871004,0.49314663,0.73659068,"-","17.09489059","14.9935894","-","0.06174822",NA,NA,"-",86,"-","-",788.25,"0.07838992",NA,NA,"-","-",NA,"0.09332134",9.64800072,832.2800293,201.8999939,12.87055779,77.59338379,27,"-",35,3.62594342,13.90405083,9.30803299,"7.19199896",10.74318504,"-",39.27698135,26.29387856,"13.46399975",12,9.8039217,"-","9.03382587","11.06927776","25.51928139","0.56557691",2.5488615,159,126.57099915,29.90299988,-11.07405663,13.89999962,"-"
"300","Sun Feb 04 14:08:10 GMT+05:30 2018","04-Feb-2018 14:08:09.360",77.5933639,12.87052677,3.68,9.648001,832.58203125,202.4,0.0808849,0.01015542,0.46770287,0.87399447,"-","17.05797195","14.97452259","-","0.10381513",NA,NA,"-",86,"-","-",785.75,"0.07875185",NA,NA,"-","-",NA,"0.09375222",9.64800072,832.58203125,202.3999939,12.87052631,77.5933609,27,"-",35,3.62594342,13.04276848,9.32805443,"7.66692448",10.7201252,"-",36.84397888,26.35043716,"13.24800014",12,9.8039217,"-","9.08528709","11.00657845","25.66465187","0.56868023",2.55196476,160,127.51899719,29.90299988,-11.07405663,13.89999962,"-"
"301","Sun Feb 04 14:08:11 GMT+05:30 2018","04-Feb-2018 14:08:10.363",77.59335726,12.87049584,2.88,9.648001,830.0810546875,202.7,-0.01517625,0.02437207,0.50425082,0.74519378,"-","17.01438904","14.94936752","-","0.10561717",NA,NA,"-",86,"-","-",780.75,"0.07895301",NA,NA,"-","-",NA,"0.09399168",9.64800072,830.08105469,202.69999695,12.8704958,77.5933609,27,"-",35,3.62594342,12.03243732,9.33532429,"8.31069565",10.71177769,"-",33.98993683,26.37097359,"10.36800003",11,9.8039217,"-","9.10417938","10.9837389","25.71801949","0.57109201",2.5543766,160,128.46200562,29.90299988,-11.07405663,13.89999962,"-"
"302","Sun Feb 04 14:08:12 GMT+05:30 2018","04-Feb-2018 14:08:11.358",77.59334409,12.87046984,3.05,9.648001,830.361328125,204.1,-0.01721943,-0.00033908,0.45739192,0.76947719,"-","16.97142792","14.92452812","-","0.10561717",NA,NA,"-",86,"-","-",771.25,"0.07915993",NA,NA,"-","-",NA,"0.09423801",9.64800072,830.36132812,204.1000061,12.87047005,77.59334564,25,"-",35,3.62594342,12.1806488,9.34295273,"8.20957279",10.70303154,"-",34.4086113,26.39252281,"10.97999954",11,9.8039217,"-","9.12377453","10.96014881","25.77337456","0.57393676",2.55722141,161,129.44400024,29.90299988,-11.07405663,14,"-"
"303","Sun Feb 04 14:08:13 GMT+05:30 2018","04-Feb-2018 14:08:12.357",77.59333743,12.87045238,2.55,9.648001,829.765869140625,198,0.00244011,-0.02614837,0.60181224,0.700836,"-","16.85915565","14.85093212","-","0.10276829",NA,NA,"-",86,"-","-",810,"0.07932259",NA,NA,"-","-",NA,"0.09443166",9.64800072,829.76586914,198,12.87045193,77.59333801,20,"-",35,3.62594342,10.8586092,9.34700584,"9.20909119",10.69839096,"-",30.67403603,26.40397072,"9.17999935",8,9.8039217,"-","9.13475418","10.94697475","25.80438995","0.57874715",2.56203175,163,130.57299805,29.90299988,-11.07405663,14,"-"
"304","Sun Feb 04 14:08:14 GMT+05:30 2018","04-Feb-2018 14:08:13.358",77.5933287,12.87043021,2.05,9.648001,828.307373046875,198.6,-0.05280263,0.21138166,0.59369755,0.60669035,"-","16.79720306","14.80864239","-","0.10276829",NA,NA,"-",86,"-","-",786.25,"0.07953061",NA,NA,"-","-",NA,"0.09467931",9.64800072,828.30737305,198.6000061,12.87042999,77.59333038,21,"-",35,3.62594342,8.43486023,9.34457302,"11.85531425",10.70117569,"-",23.82728767,26.39709854,"7.37999964",8,9.8039217,"-","9.13035202","10.95225239","25.79195595","0.58077383",2.56405854,163,131.48500061,29.90299988,-11.07405663,14,"-"
"305","Sun Feb 04 14:08:15 GMT+05:30 2018","04-Feb-2018 14:08:14.359",77.59332169,12.87041336,1.61,9.648001,828.4306640625,203.9,-0.09711979,0.05786985,0.65349144,0.51986766,"-","16.71527863","14.74846649","-","0.17017181",NA,NA,"-",86,"-","-",787.5,"0.07973436",NA,NA,"-","-",NA,"0.09492186",9.64800072,828.43066406,203.8999939,12.87041378,77.59332275,24,"-",35,3.77098107,8.35543156,9.34194279,"11.96801376",10.7041893,"-",23.60291481,26.38966751,"5.796",5,9.8039217,"-","9.12550926","10.95806503","25.77827454","0.58242047",2.56570506,165,132.56500244,29.90299988,-10.92901802,14,"-"
"306","Sun Feb 04 14:08:16 GMT+05:30 2018","04-Feb-2018 14:08:15.358",77.59331679,12.87040129,1.1,9.648001,828.52734375,201.8,0.03696507,0.04871613,0.65965408,0.69815129,"-","16.62758636","14.68292713","-","0.17017181",NA,NA,"-",87,"-","-",810.5,"0.07988948",NA,NA,"-","-",NA,"0.09510653",9.64800072,828.52734375,201.80000305,12.87040138,77.59331512,24,"-",35,3.62594342,5.42241001,9.33154583,"18.4416008",10.716115,"-",15.31754208,26.36029816,"3.96000004",4,9.8039217,"-","9.10250854","10.98575401","25.7133007","0.58332545",2.5666101,165,133.50100708,29.90299988,-11.07405663,14,"-"
"307","Sun Feb 04 14:08:17 GMT+05:30 2018","04-Feb-2018 14:08:16.358",77.59331404,12.8703955,0.73,9.648001,828.4150390625,201,-0.05198284,-0.01223658,0.68826938,0.55135119,"-","16.53424644","14.61212158","-","0.21540904",NA,NA,"-",87,"-","-",734.75,"0.08007589",NA,NA,"-","-",NA,"0.09532844",9.64800072,828.41503906,201,12.87039566,77.59331512,24,"-",35,3.33586788,4.58133507,9.31897926,"21.8272438",10.73056602,"-",12.94162464,26.32480049,"2.62800002",3,10.98039246,"-","9.07460022","11.01953983","25.63446426","0.58440948",2.56769419,167,134.58999634,29.90299988,-11.36413193,14,"-"
"308","Sun Feb 04 14:08:18 GMT+05:30 2018","04-Feb-2018 14:08:17.358",77.59331098,12.87039119,0.33,9.648001,827.824951171875,199.4,-0.02460837,0.0345617,0.66905046,0.60846043,"-","16.44898033","14.54819298","-","0.42918608",NA,NA,"-",87,"-","-",585.75,"0.08060481",NA,NA,"-","-",NA,"0.09595811",9.64800072,827.82495117,199.3999939,12.87039089,77.5933075,25,"-",35,4.06105661,5.20718002,9.28884888,"19.20385361",10.76537323,"-",14.709548,26.23968506,"1.18799996",4,9.8039217,"-","9.00776577","11.10130024","25.44566727","0.58530879",2.5685935,168,135.56199646,29.90299988,-10.63894272,13.89999962,"-"
"309","Sun Feb 04 14:08:19 GMT+05:30 2018","04-Feb-2018 14:08:18.358",77.59330293,12.87038338,1.4,9.648001,828.471435546875,201.4,-0.00156958,0.02589794,0.61041528,0.68924332,"-","16.37162209","14.4910183","-","0.42918608",NA,NA,"-",87,"0.64109612","-",3775.75,"0.08143453",NA,NA,"-","-",NA,"0.09694587",9.64800072,828.47143555,201.3999939,12.87038326,77.59329987,25,"0.85972404",35,3.19083023,1.28515947,9.26784134,"77.80973816",10.78977394,"-",3.63039398,26.18034363,"5.03999996",5,9.8039217,"1.62136912","8.9609623","11.15928364","25.31345367","0.58625627",2.56954098,168,136.47599792,29.90299988,-11.50916958,14,"-"
"310","Sun Feb 04 14:08:20 GMT+05:30 2018","04-Feb-2018 14:08:19.358",77.59329718,12.87037276,1,9.648001,828.47412109375,197.3,0.04521067,-0.02871016,0.50010252,0.8169474,"-","16.3020134","14.44047642","-","0.76209563",NA,NA,"-",87,"0.64109612","-",819,"0.0817198",NA,NA,"-","-",NA,"0.09728548",9.64800072,828.47412109,197.30000305,12.87037277,77.59329987,25,"0.85972404",35,5.36639643,4.59340906,9.25560474,"21.76987076",10.804039,"-",12.97573185,26.14577675,"3.5999999",6,12.94117641,"1.62136912","8.93465233","11.19214535","25.23913002","0.58766335",2.57094812,170,137.59199524,29.90299988,-9.33360291,14,"-"
"311","Sun Feb 04 14:08:21 GMT+05:30 2018","04-Feb-2018 14:08:20.358",77.5932893,12.87035868,1.25,9.648001,827.3232421875,205.5,-0.03520636,0.0688512,0.6597147,0.60016221,"-","16.17880821","14.35294151","-","0.76209563",NA,NA,"-",87,"0.3507295","-",1094.5,"0.08191058",NA,NA,"-","-",NA,"0.0975126",9.64800072,827.32324219,205.5,12.87035847,77.59329224,25,"0.47033599",35,4.20609426,5.39364386,9.24552155,"18.53995514",10.8158226,"-",15.23628235,26.1172924,"4.5",8,9.8039217,"4.08931351","8.91344833","11.21876907","25.17923164","0.59080088",2.57408547,171,138.58799744,29.90299988,-10.49390602,14,"-"
"312","Sun Feb 04 14:08:22 GMT+05:30 2018","04-Feb-2018 14:08:21.358",77.59328131,12.8703386,1.92,9.648001,825.13330078125,203.7,0.02422122,0.05738144,0.61572403,0.71602947,"-","16.125","14.31578922","-","0.21769021",NA,NA,"-",87,"0.98037165","-",1002.5,"0.0821442",NA,NA,"-","-",NA,"0.09779073",9.64800072,825.13330078,203.69999695,12.87033844,77.59328461,25,"1.31470001",35,2.75571704,8.21360016,9.24283409,"12.17467594",10.81896687,"-",23.20225906,26.10970116,"6.9119997",8,9.8039217,"9.3383112","8.90928268","11.22401524","25.16746521","0.59289867",2.57618332,172,139.53199768,29.90299988,-11.94428253,14,"-"
"313","Sun Feb 04 14:08:23 GMT+05:30 2018","04-Feb-2018 14:08:22.358",77.59326675,12.87031491,2.25,9.648001,824.267578125,201.1,0.10057924,0.01644092,0.73842424,0.71541816,"-","16.0718956","14.2790699","-","0.21769021",NA,NA,"-",87,"0.98037165","-",998.75,"0.08248205",NA,NA,"-","-",NA,"0.09819293",9.64800072,824.26757812,201.1000061,12.8703146,77.59326935,25,"1.31470001",35,4.931283,5.01117563,9.23184299,"19.95498276",10.83184814,"-",14.15586281,26.07865143,"8.09999943",8,13.72549057,"9.3383112","8.88621712","11.25314903","25.10230637","0.59491199",2.57819676,172,140.43899536,29.90299988,-9.76871681,14.19999981,"-"
"314","Sun Feb 04 14:08:24 GMT+05:30 2018","04-Feb-2018 14:08:23.357",77.59325152,12.87029094,2.3,9.648001,825.1484375,206.2,0.07859611,0.0357205,0.65105098,0.75873852,"-","16.03246689","14.2543354","-","0.26118997",NA,NA,"-",87,"1.31978869","-",1301.5,"0.08281142",NA,NA,"-","-",NA,"0.09858502",9.64800072,825.1484375,206.19999695,12.87029076,77.59325409,24,"1.76986575",35,5.94654703,4.1712122,9.21873283,"23.97334862",10.84725285,"-",11.78308487,26.04161644,"8.27999973",10,15.29411793,"9.68327427","8.85848141","11.28838158","25.02395821","0.59673697",2.58002162,174,141.54600525,29.90299988,-8.7534523,14.10000038,"-"
"315","Sun Feb 04 14:08:25 GMT+05:30 2018","04-Feb-2018 14:08:24.358",77.59323992,12.87025732,3.38,9.648001,825.374755859375,201.5,0.02593478,0.03144928,0.69058847,0.65757632,"-","16.01290321","14.24712658","-","0.26118997",NA,NA,"-",87,"1.31978869","-",1603,"0.08325796",NA,NA,"-","-",NA,"0.09911662",9.64800072,825.37475586,201.5,12.87025738,77.59323883,24,"1.76986575",35,5.07632065,4.68706226,9.20702267,"21.33488274",10.8610487,"-",13.24028873,26.0085392,"12.16800022",13,15.68627453,"9.68327427","8.83408737","11.31955338","24.95504951","0.59967583",2.58296061,174,142.44799805,29.90299988,-9.62367916,14,"-"
"316","Sun Feb 04 14:08:26 GMT+05:30 2018","04-Feb-2018 14:08:25.358",77.5932318,12.87022266,3.62,9.648001,824.310546875,202,0.00135529,0.11613789,0.67069763,0.63396484,"-","16.0064106","14.2514286","-","0.32605812",NA,NA,"-",87,"4.40078831","-",2008.5,"0.08422083",NA,NA,"-","-",NA,"0.1002629",9.64800072,824.31054688,202,12.87022305,77.5932312,23,"5.90155458",35,4.49617004,5.58583546,9.18840408,"17.90205193",10.88305664,"-",15.77919674,25.95594406,"13.03199959",15,16.07843208,"22.72156143","8.79653358","11.36787891","24.84896278","0.6032536",2.58653831,176,143.55299377,29.90299988,-10.20382977,14,"-"
"317","Sun Feb 04 14:08:27 GMT+05:30 2018","04-Feb-2018 14:08:26.358",77.59322089,12.87018567,4.56,9.648001,822.452392578125,197.8,0.0188915,0.05341509,0.67789775,0.65830892,"-","16.00636864","14.26136398","-","0.29139903",NA,NA,"-",87,"4.40078831","-",2261.75,"0.08498415",NA,NA,"-","-",NA,"0.10117161",9.64800072,822.45239258,197.80000305,12.87018585,77.59322357,23,"5.90155458",35,5.22135878,4.72452974,9.17695808,"21.16568756",10.89663029,"-",13.34612846,25.92361069,"16.41599846",16,17.64705849,"22.72156143","8.77313042","11.39820194","24.78285599","0.606345",2.58962965,177,144.54200745,29.90299988,-9.47864151,14,"-"
"318","Sun Feb 04 14:08:28 GMT+05:30 2018","04-Feb-2018 14:08:27.358",77.59321434,12.87015483,5.2,9.648001,821.13427734375,200,-0.06317586,0.11369742,0.66435301,0.55019081,"-","16.01898766","14.28248596","-","0.29139903",NA,NA,"-",87,"3.39147139","-",2407.5,"0.08557118",NA,NA,"-","-",NA,"0.10187046",9.64800072,821.13427734,200,12.87015438,77.59321594,23,"4.54803801",35,3.62594342,6.79674244,9.17087078,"14.71262455",10.90386295,"-",19.19983864,25.90641403,"18.71999931",18,15.68627453,"14.31876469","8.76183701","11.41289425","24.75095177","0.61107194",2.59435678,177,145.47799683,29.90299988,-11.07405663,14,"-"
"319","Sun Feb 04 14:08:29 GMT+05:30 2018","04-Feb-2018 14:08:28.358",77.59320783,12.87011036,5.13,9.648001,821.376953125,200,-0.09302812,0.00954569,0.60907298,0.57154691,"-","16.07500076","14.35195541","-","0.19500796",NA,NA,"-",87,"4.03411722","-",2552.75,"0.08615487",NA,NA,"-","-",NA,"0.10256533",9.64800072,821.37695312,200,12.87011051,77.59320831,24,"5.40984058",35,4.20609426,6.11615705,9.16307831,"16.3497963",10.91313648,"-",17.2772789,25.88440132,"18.46800041",21,18.03921509,"15.09045315","8.74680519","11.43250847","24.70848846","0.62028891",2.60357356,179,146.59300232,29.90299988,-10.49390602,14.10000038,"-"
"320","Sun Feb 04 14:08:30 GMT+05:30 2018","04-Feb-2018 14:08:29.358",77.59320488,12.87004948,5.93,9.648001,820.2392578125,192.5,-0.13233617,0.1201649,0.62676758,0.48740894,"-","16.11180115","14.39444447","-","0.19500796",NA,NA,"-",87,"4.03411722","-",2715.25,"0.0868927",NA,NA,"-","-",NA,"0.1034437",9.64800072,820.23925781,192.5,12.87004948,77.59320831,24,"5.40984058",35,4.20609426,6.05655861,9.1551733,"16.51068306",10.92255878,"-",17.10892296,25.86207199,"21.34799957",22,18.03921509,"15.09045315","8.73160553","11.45240879","24.66555214","0.62570572",2.60899043,180,147.51400757,29.90299988,-10.49390602,13.89999962,"-"
"321","Sun Feb 04 14:08:31 GMT+05:30 2018","04-Feb-2018 14:08:30.359",77.59319425,12.86998962,6.04,9.648001,820.769897460938,194.6,-0.07445955,-0.03932754,0.62481552,0.58124816,"-","16.16049385","14.44751358","-","0.25450405",NA,NA,"-",87,"4.22475767","-",2870.25,"0.08768869",NA,NA,"-","-",NA,"0.10439131",9.64800072,820.76989746,194.6000061,12.8699894,77.59319305,23,"5.66549349",35,4.20609426,5.96523809,9.14707661,"16.76344109",10.93222713,"-",16.85095596,25.83920097,"21.74399948",24,19.2156868,"14.05542946","8.71606445","11.47282982","24.6216507","0.63167292",2.61495757,180,148.44099426,29.90299988,-10.49390602,14,"-"
"322","Sun Feb 04 14:08:32 GMT+05:30 2018","04-Feb-2018 14:08:31.359",77.59317641,12.86993098,6.36,9.648001,820.189208984375,194.9,-0.08398497,0.13560101,0.60858458,0.57063234,"-","16.20858955","14.5","-","0.25450405",NA,NA,"-",87,"4.22475767","-",2991.5,"0.08838458",NA,NA,"-","-",NA,"0.10521974",9.64800072,820.18920898,194.8999939,12.86993122,77.5931778,22,"5.66549349",35,4.20609426,6.15611076,9.13950539,"16.24368286",10.94128418,"-",17.39014435,25.81781006,"22.89599991",24,9.8039217,"14.05542946","8.70176315","11.49168491","24.58125114","0.6370129",2.62029767,181,149.5019989,29.90299988,-10.49390602,14.10000038,"-"
"323","Sun Feb 04 14:08:33 GMT+05:30 2018","04-Feb-2018 14:08:32.360",77.59313891,12.86986081,6.76,10.72,828.24072265625,197.4,0.06703267,0.19899575,0.46959427,0.83683676,"-","16.25609779","14.55191231","-","0.18824884",NA,NA,"-",87,"4.22475767","-",1984,"0.08943203",NA,NA,"-","-",NA,"0.10646671",10.72000027,828.24072266,197.3999939,12.86986065,77.59313965,22,"5.66549349",35,3.04579258,12.29881287,9.14715004,"8.1306963",10.9321394,"-",34.74240875,25.83940697,"24.33600044",24,9.8039217,"14.05542946","8.72336864","11.46322346","24.64228439","0.64344621",2.62673092,183,150.59500122,29.90299988,-11.65420723,13.89999962,"-"
"324","Sun Feb 04 14:08:34 GMT+05:30 2018","04-Feb-2018 14:08:33.357",77.59313676,12.86981958,5.97,10.72,826.4091796875,194.3,0.02170398,0.19368707,0.51810044,0.75861716,"-","16.29697037","14.597826","-","0.07886247",NA,NA,"-",87,"4.22475767","-",844.75,"0.08962054",NA,NA,"-","-",NA,"0.10669112",10.72000027,826.40917969,194.30000305,12.86981964,77.59313965,25,"5.66549349",35,3.91601896,20.95353317,9.17681408,"4.77236557",10.89680099,"-",59.19077301,25.92320442,"21.49199867",23,9.8039217,"14.05542946","8.7905674","11.37559319","24.83211136","0.64944524",2.63273001,183,151.4980011,29.90299988,-10.78398132,14,"-"
"325","Sun Feb 04 14:08:35 GMT+05:30 2018","04-Feb-2018 14:08:34.360",77.59311421,12.86977618,5.79,10.72,824.522216796875,200.4,-0.02897409,0.01174196,0.46782574,0.75044024,"-","16.3473053","14.66129017","-","0.07886247",NA,NA,"-",87,"-","-",773.5,"0.08982594",NA,NA,"-","-",NA,"0.10693565",10.72000027,824.5222168,200.3999939,12.86977577,77.59311676,25,"-",35,3.62594342,21.23068428,9.20702457,"4.71006584",10.86104584,"-",59.97368622,26.00854492,"20.84399986",20,9.8039217,"-","8.85854626","11.28829956","25.02414131","0.65911382",2.6423986,185,152.59100342,29.90299988,-11.07405663,14,"-"
"326","Sun Feb 04 14:08:36 GMT+05:30 2018","04-Feb-2018 14:08:35.359",77.59310421,12.86974112,5.44,10.72,822.810180664062,200.1,0.05291628,0.09423274,0.34591874,0.88961411,"-","16.3571434","14.67914486","-","0.06739606",NA,NA,"-",87,"-","-",793.5,"0.09002543",NA,NA,"-","-",NA,"0.10717314",10.72000027,822.81018066,200.1000061,12.86974144,77.5931015,25,"-",35,3.62594342,22.08221245,9.23921299,"4.52843761",10.82320786,"-",62.37913132,26.09947014,"19.58399963",18,9.8039217,"-","8.9304142","11.19745636","25.22715759","0.6640169",2.64730167,186,153.52099609,29.90299988,-11.07405663,13.89999962,"-"
"327","Sun Feb 04 14:08:37 GMT+05:30 2018","04-Feb-2018 14:08:36.358",77.59307718,12.86970527,4.32,10.72,821.452758789062,200.1,0.0672328,0.24249808,0.44915435,0.83683676,"-","16.34911156","14.68085098","-","0.06739606",NA,NA,"-",87,"-","-",789,"0.09020712",NA,NA,"-","-",NA,"0.10738944",10.72000027,821.45275879,200.1000061,12.8697052,77.59307861,25,"-",35,3.48090577,20.18028259,9.26649666,"4.95522881",10.79133987,"-",57.00645065,26.1765461,"15.55200005",15,9.8039217,"-","8.99122429","11.12172508","25.39893723","0.66818774",2.65147257,186,154.43200684,29.90299988,-11.21909428,13.89999962,"-"
"328","Sun Feb 04 14:08:38 GMT+05:30 2018","04-Feb-2018 14:08:37.359",77.59307253,12.86966429,3.69,9.648001,820.83544921875,199.1,-0.03279824,0.14853598,0.39942873,0.76789063,"-","16.3235302","14.66666698","-","0.06870694",NA,NA,"-",87,"-","-",776.75,"0.09041283",NA,NA,"-","-",NA,"0.10763432",9.64800072,820.83544922,199.1000061,12.86966419,77.59307098,25,"-",35,3.48090577,16.912817,9.28551769,"5.91255283",10.76923466,"-",47.7763176,26.23027611,"13.28399944",12,9.8039217,"-","9.03381348","11.06929207","25.51924706","0.67175776",2.65504241,188,155.55799866,29.90299988,-11.21909428,14,"-"
"329","Sun Feb 04 14:08:39 GMT+05:30 2018","04-Feb-2018 14:08:38.360",77.59306554,12.86963355,2.74,9.648001,820.243408203125,204.7,-0.01650561,0.14023931,0.63427252,0.63799185,"-","16.28070259","14.63684177","-","0.06870694",NA,NA,"-",87,"-","-",786.25,"0.09060891",NA,NA,"-","-",NA,"0.10786775",9.64800072,820.2434082,204.69999695,12.86963367,77.59306335,25,"-",35,3.62594342,13.19389153,9.29521561,"7.57910728",10.75799847,"-",37.27087784,26.25767136,"9.86399937",9,9.8039217,"-","9.05605984","11.04210091","25.58208847","0.6744644",2.65774918,188,156.48800659,29.90299988,-11.07405663,14,"-"
"330","Sun Feb 04 14:08:40 GMT+05:30 2018","04-Feb-2018 14:08:39.359",77.59305432,12.86960182,2.42,9.648001,819.708618164062,202.3,-0.01795136,0.00795915,0.7714321,0.50711626,"-","16.2383728","14.60732937","-","0.0897217",NA,NA,"-",87,"-","-",817.25,"0.09076275",NA,NA,"-","-",NA,"0.1080509",9.64800072,819.70861816,202.30000305,12.8696022,77.59305573,26,"-",35,3.48090577,10.18318272,9.29741383,"9.81990814",10.75545502,"-",28.76605225,26.26388168,"8.71199989",9,14.50980377,"-","9.06205463","11.03479481","25.59902573","0.67633438",2.65961909,189,157.43899536,29.90299988,-11.21909428,14,"-"
"331","Sun Feb 04 14:08:41 GMT+05:30 2018","04-Feb-2018 14:08:40.358",77.59304018,12.8695715,2.57,9.648001,819.7978515625,202.2,-0.02358862,0.06134624,0.72127873,0.55476844,"-","16.1965313","14.578125","-","0.28295383",NA,NA,"-",87,"-","-",1215.75,"0.09149327",NA,NA,"-","-",NA,"0.10892057",9.64800072,819.79785156,202.19999695,12.86957169,77.59304047,26,"-",35,5.07632065,4.51588726,9.27838898,"22.14358139",10.77750874,"-",12.75674438,26.21013832,"9.25199986",9,14.90196133,"-","9.02387905","11.08147907","25.49118233","0.67861938",2.6619041,191,158.53599548,29.90299988,-9.62367916,14,"-"
"332","Sun Feb 04 14:08:42 GMT+05:30 2018","04-Feb-2018 14:08:41.357",77.59303027,12.86954163,3.34,9.648001,820.186279296875,197.9,-0.00275567,0.16671899,0.65519929,0.63262248,"-","16.17241287","14.56476688","-","0.28295383",NA,NA,"-",87,"2.12507629","-",1689,"0.09189861",NA,NA,"-","-",NA,"0.10940311",9.64800072,820.1862793,197.8999939,12.86954117,77.59303284,27,"2.84977412",35,4.35113192,5.57460546,9.26928902,"17.93811607",10.78808975,"-",15.74747372,26.18443108,"12.02399921",12,14.90196133,"13.24578762","9.00581932","11.10369968","25.44016838","0.68128812",2.66457295,192,159.54200745,29.90299988,-10.34886742,14,"-"
"333","Sun Feb 04 14:08:43 GMT+05:30 2018","04-Feb-2018 14:08:42.358",77.59301943,12.86951323,3.39,9.648001,820.815307617188,193.4,0.10541838,0.1812405,0.66380394,0.7646569,"-","16.15999985","14.56185532","-","0.21449111",NA,NA,"-",88,"2.12507629","-",1692,"0.09224746",NA,NA,"-","-",NA,"0.10981841",9.64800072,820.81530762,193.3999939,12.86951351,77.59301758,27,"2.84977412",35,2.90075469,8.84873772,9.26825809,"11.30081177",10.78928947,"-",24.99643326,26.18151855,"12.20400047",14,9.8039217,"13.24578762","9.00500202","11.10470867","25.43785667","0.68427813",2.66756296,192,160.46000671,29.90299988,-11.79924488,14,"-"
"334","Sun Feb 04 14:08:44 GMT+05:30 2018","04-Feb-2018 14:08:43.358",77.59300676,12.86948768,3.25,9.648001,821.322387695312,198.9,0.03597379,0.08465439,0.64995283,0.7018128,"-","16.13559341","14.55612278","-","0.21449111",NA,NA,"-",88,"1.73434126","-",1809.25,"0.09274509",NA,NA,"-","-",NA,"0.11041082",9.64800072,821.3223877,198.8999939,12.86948776,77.59300995,27,"2.32578993",35,4.20609426,6.0917573,9.26049137,"16.4152832",10.79833889,"-",17.20835495,26.15958023,"11.69999981",14,14.90196133,"9.78805065","8.98990726","11.12335396","25.3952179","0.69141424",2.67469907,194,161.55499268,29.90299988,-10.49390602,14,"-"
"335","Sun Feb 04 14:08:45 GMT+05:30 2018","04-Feb-2018 14:08:44.358",77.59299029,12.86945307,3.84,9.648001,821.734497070312,197.9,-0.03659849,0.10344712,0.64519322,0.60748363,"-","16.13483238","14.56345177","-","0.19974779",NA,NA,"-",88,"2.10908484","-",1903.5,"0.09313317",NA,NA,"-","-",NA,"0.11087283",9.64800072,821.73449707,197.8999939,12.86945343,77.59298706,27,"2.82832932",35,4.06105661,5.90043926,9.25229645,"16.94753838",10.80790329,"-",16.66790771,26.13642883,"13.8239994",16,15.29411793,"10.58042717","8.97398186","11.14309311","25.35023117","0.69441009",2.6776948,194,162.44500732,29.90299988,-10.63894272,14.10000038,"-"
"336","Sun Feb 04 14:08:46 GMT+05:30 2018","04-Feb-2018 14:08:45.359",77.59296912,12.86941094,4.46,9.648001,821.68212890625,200.7,-0.00440392,0.03980973,0.71786147,0.58820403,"-","16.13483238","14.48484802","-","0.19974779",NA,NA,"-",88,"2.10908484","-",2063.25,"0.09365384",NA,NA,"-","-",NA,"0.11149267",9.64800072,821.68212891,200.69999695,12.86941051,77.5929718,25,"2.82832932",35,3.91601896,6.64685583,9.24595642,"15.04439449",10.81531334,"-",18.77642822,26.11852264,"16.05599976",-1,15.29411793,"10.58042717","8.96204758","11.15793133","25.31651878","0.69441009",2.6776948,195,163.03199768,29.90299988,-10.78398132,14.10000038,"-"
