"","GPS.Time","Device.Time","Longitude","Latitude","GPS.Speed..Meters.second.","Horizontal.Dilution.of.Precision","Altitude","Bearing","Acceleration.Sensor.Total..g.","Acceleration.Sensor.X.axis..g.","Acceleration.Sensor.Y.axis..g.","Acceleration.Sensor.Z.axis..g.","Ambient.air.temp..C.","Average.trip.speed.whilst.moving.only..km.h.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Barometric.pressure..from.vehicle..psi.","Cost.per.mile.km..Instant....km.","Cost.per.mile.km..Trip....km.","Distance.to.empty..Estimated..km.","Distance.travelled.with.MIL.CEL.lit.km.","Engine.Coolant.Temperature..C.","Engine.kW..At.the.wheels..kW.","Engine.Load...","Engine.RPM.rpm.","Fuel.cost..trip..cost.","Fuel.flow.rate.hour.l.hr.","Fuel.flow.rate.minute.cc.min.","Fuel.Level..From.Engine.ECU....","Fuel.Rail.Pressure.psi.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","GPS.Accuracy.m.","GPS.Altitude.m.","GPS.Bearing...","GPS.Latitude...","GPS.Longitude...","GPS.Satellites","Horsepower..At.the.wheels..hp.","Intake.Air.Temperature..C.","Intake.Manifold.Pressure.psi.","Kilometers.Per.Litre.Instant..kpl.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km.","Mass.Air.Flow.Rate.g.s.","Miles.Per.Gallon.Instant..mpg.","Miles.Per.Gallon.Long.Term.Average..mpg.","Speed..GPS..km.h.","Speed..OBD..km.h.","Throttle.Position.Manifold....","Torque.Nm.","Trip.average.KPL.kpl.","Trip.average.Litres.100.KM.l.100km.","Trip.average.MPG.mpg.","Trip.Distance.km.","Trip.distance..stored.in.vehicle.profile..km.","Trip.Time.Since.journey.start..s.","Trip.time.whilst.moving..s.","Trip.time.whilst.stationary..s.","Turbo.Boost...Vacuum.Gauge.psi.","Voltage..OBD.Adapter..V.","Volumetric.Efficiency..Calculated...."
"1752","Sun Feb 04 15:16:53 GMT+05:30 2018","04-Feb-2018 15:16:52.178",77.58911265,12.85866138,4.73,9.648001,827.1923828125,207.6,-0.01655215,-0.12383261,0.61578465,0.65629619,NA,"11.21075249","9.61808109","12.90835857","0.36700383","0.3683694","235.71734619","0",88,"3.64368963","41.96078491",1242,"0.34732378","2.44211364","40.70189285","-","-","48.64019775","0.4134807",9.64800072,827.19238281,207.6000061,12.85866165,77.58911133,26,"4.88626814",31,6.81677389,5.73263931,7.45425081,"17.44360924",13.41488552,"-",16.19389725,21.0572052,"17.02799988",17,16.47058868,"28.01442909","4.06971264","24.57124901","11.49636364","1.52390778",5.32011938,563,489.03500366,74.25900269,-6.09158468,14.10000038,"-"
"1753","Sun Feb 04 15:16:54 GMT+05:30 2018","04-Feb-2018 15:16:53.178",77.58909331,12.85862638,5.11,9.648001,825.232543945312,201,0.06336535,-0.08661424,0.6804595,0.71206307,NA,"11.22746754","9.63535881","12.90835857","0.36700383","0.36800033","235.66844177","0",88,"3.54485369","63.13725662",1440.75,"0.34846339","4.24334145","70.7223587","-","-","48.6381073","0.41483739",9.64800072,825.23254395,201,12.85862637,77.58909607,26,"4.75372696",31,10.44271755,4.00620699,7.45179653,"24.96074677",13.41930389,"-",11.31696892,21.05027199,"18.39599991",19,16.47058868,"23.49479675","4.06959343","24.57196617","11.49602699","1.52969277",5.32590437,564,489.92800903,74.25900269,-2.46564102,14,"-"
"1754","Sun Feb 04 15:16:55 GMT+05:30 2018","04-Feb-2018 15:16:54.177",77.58907896,12.85856758,6.1,9.648001,825.6962890625,194.4,0.04101191,-0.12755476,0.5129146,0.79644525,NA,"11.25053501","9.65808868","12.90835857","0.26122206","0.36800033","235.58326721","0",88,"3.54485369","50.98039246",1600,"0.34931874","4.78564548","79.76075745","-","-","48.63654327","0.41585568",9.64800072,825.69628906,194.3999939,12.85856724,77.58908081,27,"4.75372696",31,10.1526413,3.97013712,7.44932032,"25.18752289",13.42376423,"-",11.21507645,21.04327774,"21.95999908",22,10.58823586,"23.49479675","4.06940794","24.5730896","11.49550247","1.53409457",5.33030653,565,490.95700073,74.25900269,-2.75571728,14,"-"
"1755","Sun Feb 04 15:16:56 GMT+05:30 2018","04-Feb-2018 15:16:55.178",77.58906398,12.85851053,6.52,9.648001,826.21875,191.2,0.06547447,-0.16263753,0.42499226,0.86301154,NA,"11.27564144","9.68256855","12.90835857","0.26122206","0.36713597","235.4992218","0",90,"5.91211891","21.56862831",1714,"0.34996882","3.11284661","51.88077545","-","-","48.63535309","0.41662955",9.64800072,826.21875,191.19999695,12.85851097,77.58906555,28,"7.92828178",31,5.94654703,7.06736326,7.44904852,"14.1492548",13.42425346,"-",19.96430206,21.04251099,"23.47200012",23,5.88235283,"32.93778229","4.07500076","24.53936195","11.51130199","1.53976333",5.33597517,566,491.9750061,74.25900269,-6.96181154,14,"-"
"1756","Sun Feb 04 15:16:57 GMT+05:30 2018","04-Feb-2018 15:16:56.179",77.5890555,12.85845916,6.12,9.648001,826.221313476562,189.5,0.00542774,-0.10967662,0.61108726,0.6904037,NA,"11.29637527","9.70329666","12.90835857","0.18221518","0.36629662","235.48629761","0",90,"5.91211891","19.6078434",1587.5,"0.35045895","1.78931737","29.82195663","-","-","48.63445282","0.41721308",9.64800072,826.22131348,189.5,12.85845947,77.58905792,28,"7.92828178",31,3.19083023,12.85384083,7.45288754,"7.77961397",13.41733932,"-",36.31028366,21.05335426,"22.03199959",21,10.98039246,"32.93778229","4.09134865","24.44130898","11.55748272","1.54683387",5.34304571,567,492.99099731,74.25900269,-9.71752834,14,"-"
"1757","Sun Feb 04 15:16:58 GMT+05:30 2018","04-Feb-2018 15:16:57.179",77.58904436,12.85840459,5.88,9.648001,826.06494140625,188.5,-0.06832228,-0.00699011,0.61676145,0.5978446,NA,"11.31702137","9.72394848","12.90835857","0.18221518","0.36534193","235.60150146","0",90,"5.91211891","34.50980377",1552.75,"0.35115063","2.9378674","48.96445847","-","-","48.63318634","0.41803649",9.64800072,826.06494141,188.5,12.85840416,77.58904266,29,"7.92828178",31,5.65647173,7.14791727,7.45267105,"13.98979759",13.41772938,"-",20.19185638,21.052742,"21.16799927",21,11.76470566,"32.93778229","4.09703016","24.40741539","11.5735321","1.55261469",5.34882641,568,493.90301514,74.25900269,-7.25188684,14,"-"
"1758","Sun Feb 04 15:16:59 GMT+05:30 2018","04-Feb-2018 15:16:58.178",77.58903292,12.85835173,6.04,9.648001,826.040161132812,190,0.04534249,-0.02931989,0.5677669,0.77679861,NA,"11.33970261","9.74635029","12.90835857","0.16947262","0.36534193","235.58879089","0",90,"1.23842955","34.50980377",1643.25,"0.35181227","3.16828227","52.80470276","-","-","48.63197708","0.41882417",9.64800072,826.04016113,190,12.85835171,77.58903503,29,"1.66076136",31,6.23662281,6.6280818,7.45208597,"15.08700752",13.41878223,"-",18.7233963,21.05109024,"21.74399948",22,9.4117651,"7.19663858","4.10172606","24.37947273","11.58679676","1.55815697",5.35436869,569,494.94799805,74.25900269,-6.67173576,14,"-"
"1759","Sun Feb 04 15:17:00 GMT+05:30 2018","04-Feb-2018 15:16:59.178",77.5890244,12.85829218,6.4,9.648001,826.337158203125,188.7,0.04316746,-0.02736783,0.52969307,0.79784828,NA,"11.36440659","9.7704916","12.90835857","0.16947262","0.3640047","235.56484985","0",90,"2.16425681","22.74509811",1737.5,"0.35242644","2.26128626","37.68810272","-","-","48.63085175","0.41955531",9.64800072,826.3371582,188.69999695,12.85829258,77.5890274,27,"2.90231609",31,4.20609426,9.72880745,7.45369959,"10.27853775",13.41587734,"-",27.48250771,21.0556488,"23.03999901",23,9.01960754,"11.89449501","4.11214638","24.31769371","11.61623287","1.56532574",5.36153746,570,495.97601318,74.25900269,-8.70226479,14,"-"
"1760","Sun Feb 04 15:17:01 GMT+05:30 2018","04-Feb-2018 15:17:00.182",77.58901863,12.85823482,6.92,9.648001,825.721923828125,186.7,0.08377658,-0.03603159,0.39662117,0.9075529,NA,"11.38900661","9.79454517","12.90835857","0.13177362","0.3640047","235.61207581","0",90,"2.16425681","19.6078434",1734.5,"0.35285306","2.30853629","38.47560501","-","-","48.63006973","0.4200632",9.64800072,825.72192383,186.69999695,12.85823441,77.58901978,28,"2.90231609",31,4.06105661,9.96284962,7.45547676,"10.03708076",13.41267967,"-",28.14364243,21.06066895,"24.91199875",23,6.27450991,"11.89449501","4.12296104","24.25390816","11.64678288","1.57034099",5.36655283,571,497.01199341,74.25900269,-8.84730148,14,"-"
"1761","Sun Feb 04 15:17:02 GMT+05:30 2018","04-Feb-2018 15:17:01.179",77.58901414,12.85818098,6.56,9.648001,824.63623046875,186.8,-0.01314422,-0.08765171,0.46099117,0.76776934,NA,"11.41139221","9.81669712","12.90835857","0.13177362","0.36203286","235.66465759","0",90,"2.16425681","15.68627453",1669.25,"0.35325819","1.97532892","32.92214966","-","-","48.62932587","0.42054552",9.64800072,824.63623047,186.80000305,12.858181,77.58901215,27,"2.90231609",32,3.48090577,11.64342785,7.4584403,"8.58835697",13.40734959,"-",32.8910408,21.0690403,"23.61599922",22,6.27450991,"11.89449501","4.13683653","24.17255783","11.68597889","1.57575345",5.37196541,572,497.92800903,74.25900269,-9.42745304,14,"-"
"1762","Sun Feb 04 15:17:03 GMT+05:30 2018","04-Feb-2018 15:17:02.179",77.58900758,12.85812122,6,9.648001,825.121215820312,188.8,-0.07824326,-0.0121137,0.52597249,0.65647972,NA,"11.43157864","9.83695698","12.90835857","0.14440706","0.36133119","235.75361633","0",90,"2.16425681","16.86274529",1547.25,"0.35378873","1.89478946","31.57982445","-","-","48.62835693","0.42117709",9.64800072,825.12121582,188.80000305,12.85812092,77.58900452,27,"2.90231609",32,3.48090577,11.61058712,7.46137714,"8.61264992",13.40207291,"-",32.79826736,21.07733536,"21.59999847",21,6.27450991,"11.89449501","4.15060043","24.0923996","11.72486019","1.58308136",5.37929296,573,499.00299072,74.25900269,-9.42745304,14,"-"
"1763","Sun Feb 04 15:17:04 GMT+05:30 2018","04-Feb-2018 15:17:03.178",77.5890009,12.85807001,5.78,9.648001,826.059326171875,188.3,-0.12758906,-0.03176037,0.51700228,0.60162741,NA,"11.44958019","9.85533428","12.90835857","0.09559532","0.35934973","235.94062805","0",90,"-","17.25490189",1513.5,"0.35449192","1.78957844","29.8263073","-","-","48.62706757","0.42201421",9.64800072,826.05932617,188.30000305,12.85807037,77.58900452,27,"-",32,3.62594342,11.17562199,7.46717453,"8.94786167",13.39166737,"-",31.56955338,21.09371376,"20.80800056",20,6.27450991,"-","4.17781353","23.93546867","11.80173302","1.58759141",5.38380337,574,500.02801514,74.25900269,-9.28241539,14,"-"
"1764","Sun Feb 04 15:17:05 GMT+05:30 2018","04-Feb-2018 15:17:04.178",77.58899447,12.85801678,5.55,9.648001,826.95556640625,183.9,0.66134346,-0.03871626,0.47709924,1.49030018,NA,"11.46540928","9.87184143","12.90835857","0.09559532","0.35934973","235.94062805","0",90,"-","18.8235302",1428,"0.35449192","1.78957844","29.8263073","-","-","48.62706757","0.42201421",9.64800072,826.95556641,183.8999939,12.85801697,77.58899689,26,"-",32,3.62594342,11.17562199,7.46717453,"8.94786167",13.39166737,"-",31.56955338,21.09371376,"19.97999954",19,5.88235283,"-","4.17781353","23.93546867","11.80173302","1.59239602",5.38860798,575,500.91900635,74.25900269,-9.28241539,14,"-"
"1765","Sun Feb 04 15:17:06 GMT+05:30 2018","04-Feb-2018 15:17:05.179",77.58898104,12.8579689,5.02,9.648001,827.669921875,219.8,0.04098792,-0.13164243,1.02397048,0.03065474,NA,"11.48117161","9.8882885","12.90835857","0.15502258","0.35881513","236.063797","0",90,"-","31.37254906",1376.5,"0.35555768","2.79945183","46.65753174","-","-","48.62511444","0.42328298",9.64800072,827.66992188,219.80000305,12.85796928,77.58898163,26,"-",32,6.23662281,6.78692484,7.46826982,"14.73390675",13.38970375,"-",19.17210388,21.09680748,"18.0719986",19,11.37254906,"-","4.19267941","23.85059929","11.84372711","1.59865546",5.39486742,576,502.01699829,74.25900269,-6.67173576,14,"-"
"1766","Sun Feb 04 15:17:07 GMT+05:30 2018","04-Feb-2018 15:17:06.182",77.58896829,12.85792293,4.86,9.648001,828.725341796875,216.4,0.01230622,-0.24769166,0.96948522,0.05103401,NA,"11.49686813","9.90467644","12.90835857","0.15502258","0.35785395","236.04100037","0",90,"-","56.86274719",1423,"0.3564119","3.70165491","61.6942482","-","-","48.62355042","0.4242999",9.64800072,828.7253418,216.3999939,12.85792255,77.58896637,26,"-",32,7.97707558,5.13275051,7.46662426,"19.48232651",13.39265537,"-",14.49929428,21.09215927,"17.49600029",19,19.2156868,"-","4.19439507","23.84084511","11.84857368","1.60286188",5.3990736,577,503.00601196,74.25900269,-4.931283,14,"-"
"1767","Sun Feb 04 15:17:08 GMT+05:30 2018","04-Feb-2018 15:17:07.179",77.58895939,12.85787902,5.31,9.648001,828.330078125,212.5,0.02004024,-0.05415392,0.95758617,0.24621896,NA,"11.51666641","9.92459583","12.90835857","0.15502258","0.35785395","236.04100037","0",90,"2.44848084","34.50980377",1606.5,"0.3564119","3.70165491","61.6942482","-","-","48.62355042","0.4242999",9.64800072,828.33007812,212.5,12.85787868,77.58895874,27,"3.28346682",32,7.97707558,5.13275051,7.46662426,"19.48232651",13.39265537,"-",14.49929428,21.09215927,"19.11599922",21,12.15686321,"14.55385303","4.19439507","23.84084511","11.84857368","1.60871744",5.40492916,578,503.93899536,74.25900269,-4.931283,14,"-"
"1768","Sun Feb 04 15:17:09 GMT+05:30 2018","04-Feb-2018 15:17:08.177",77.58895811,12.85781535,5.8,9.648001,829.74072265625,207.4,0.03720307,-0.17551184,0.98839927,0.15945697,NA,"11.53846169","9.94623661","12.90835857","0.30906796","0.35762995","235.97941589","0",90,"1.8831588","31.76470566",1640.5,"0.35749003","3.49515867","58.25264359","-","-","48.62157822","0.42558339",9.64800072,829.74072266,207.3999939,12.85781574,77.58895874,28,"2.52535748",32,6.67173576,6.00820637,7.46559715,"16.64355469",13.39449787,"-",16.97233582,21.08925629,"20.88000107",22,5.88235283,"10.96156979","4.19769907","23.82208061","11.85790634","1.61625433",5.41246605,579,504.98400879,74.25900269,-6.23662281,14,"-"
"1769","Sun Feb 04 15:17:10 GMT+05:30 2018","04-Feb-2018 15:17:09.179",77.58894869,12.85775723,5.97,9.648001,830.048828125,192.5,0.35846952,-0.29143819,1.09913981,0.64238441,NA,"11.56016636","9.96779919","12.90835857","0.10407154","0.35570922","235.98403931","0",90,"1.8831588","16.86274529",1649.25,"0.35828409","1.71607983","28.60133171","-","-","48.620121","0.42652872",9.64800072,830.04882812,192.5,12.85775757,77.58895111,28,"2.52535748",32,3.19083023,12.81969357,7.47075844,"7.80033636",13.38524342,"-",36.21382141,21.10383797,"21.49199867",22,5.88235283,"10.96156979","4.22288132","23.68002129","11.92904377","1.62099659",5.41720819,580,506.03201294,74.25900269,-9.71752834,14,"-"
"1770","Sun Feb 04 15:17:11 GMT+05:30 2018","04-Feb-2018 15:17:10.178",77.58894187,12.8577103,5.31,9.648001,829.336669921875,190.9,-0.00020308,-0.10589381,0.8984642,0.32480562,NA,"11.57971001","9.98750019","12.90835857","0.10407154","0.35570922","235.98403931","0",90,"1.8831588","16.07843208",1555.5,"0.35828409","1.71607983","28.60133171","-","-","48.620121","0.42652872",9.64800072,829.33666992,190.8999939,12.85770988,77.58894348,28,"2.52535748",32,3.19083023,12.81969357,7.47075844,"7.80033636",13.38524342,"-",36.21382141,21.10383797,"19.11599922",21,5.88235283,"10.96156979","4.22288132","23.68002129","11.92904377","1.6265986",5.42281008,581,506.94000244,74.25900269,-9.71752834,13.89999962,"-"
