GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Cost per mile/km (Instant)($/km),Cost per mile/km (Trip)($/km),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sun Feb 04 14:05:59 GMT+05:30 2018,04-Feb-2018 14:05:58.358,77.59418162,12.87308213,0.0,4.288,825.47607421875,0.0,-0.00823781,-0.04677184,0.5238353,0.74043417,-,6,2,-,∞,0.59525222,305.3550415,-,84,-,-,817.75,0.00207795,0.96691632,16.11527252,-,-,49.77698898,0.00247375,4.28800011,825.47607422,0,12.87308216,77.59418488,14,-,32,3.62594342,4.13679075,9.41370201,24.17282486,10.62259197,-,11.68584919,26.59237862,0,4,9.8039217,-,8.34397507,11.98444557,23.57055092,0.00808556,1.99137008,28,7.90799999,20.99300003,-11.07405663,13.89999962,-
Sun Feb 04 14:06:00 GMT+05:30 2018,04-Feb-2018 14:05:59.359,77.59418133,12.87308288,0.0,4.288,825.543701171875,0.0,-0.17512375,-0.10748035,0.64836627,0.39802134,-,5.25,1.90909088,-,0.15366639,0.39706206,304.58410645,-,84,-,-,777.25,0.00224171,0.92346269,15.39104557,-,-,49.77669144,0.00266871,4.28800011,825.54370117,0,12.87308311,77.59418488,12,-,32,3.62594342,3.2485857,9.38617992,30.78198624,10.65374088,-,9.17679596,26.51463127,0,0,9.8039217,-,7.70705175,12.97486019,21.77133179,0.00908597,1.99237061,30,8.84000015,21.18300056,-11.07405663,14,-
Sun Feb 04 14:06:01 GMT+05:30 2018,04-Feb-2018 14:06:00.359,77.59418125,12.87308314,0.0,4.288,825.546875,0.0,0.01794244,-0.08820078,0.6373834,0.68832874,-,5.25,1.75,-,0.15366639,0.39706206,303.68991089,-,84,-,-,543.75,0.00257207,1.5439682,25.73280334,-,-,49.7760849,0.00306199,4.28800011,825.546875,0,12.87308311,77.59418488,11,-,32,6.09158516,0,9.38419342,-,10.65599537,-,0,26.50901985,0,0,9.8039217,-,7.66627359,13.04387569,21.65613937,0.00908597,1.99237061,30,8.84000015,22.10199928,-8.60841465,14,-
Sun Feb 04 14:06:02 GMT+05:30 2018,04-Feb-2018 14:06:01.358,77.59418744,12.87309078,0.99,5.36,826.448486328125,46.1,0.00151784,-0.07770628,0.61840868,0.68350846,-,5.25,1.61538458,-,∞,0.49140069,303.62338257,-,84,-,-,1475,0.00277433,0.90011013,15.00183487,-,-,49.77571487,0.00330277,5.36000013,826.44848633,46.09999847,12.87309074,77.59418488,12,-,32,5.07632065,0,9.3822155,-,10.65824127,-,0,26.50343323,3.56399989,0,9.8039217,-,7.62976742,13.106287,21.55301476,0.00908597,1.99237061,32,8.84000015,23.24399948,-9.62367916,14,-
Sun Feb 04 14:06:03 GMT+05:30 2018,04-Feb-2018 14:06:02.359,77.59419535,12.87309911,1.27,4.288,825.8170166015625,54.0,-0.00124146,-0.05622887,0.60882878,0.68930554,-,4.80000019,1.71428573,-,∞,0.49140069,303.55667114,-,84,0.57358241,-,1001.25,0.00301687,1.3952446,23.254076,-,-,49.77526855,0.00359151,4.28800011,825.8170166,54,12.87309933,77.5941925,13,0.76918668,32,2.90075469,0,9.38024712,-,10.66047764,-,0,26.49787521,4.57200003,3,9.8039217,5.47035217,7.59673834,13.16327,21.45971298,0.00908597,1.99237061,33,9.40299988,23.61800003,-11.79924488,14.10000038,-
Sun Feb 04 14:06:04 GMT+05:30 2018,04-Feb-2018 14:06:03.359,77.59420567,12.87310391,1.3,4.288,825.34521484375,59.7,-0.0591577,-0.05415392,0.59705257,0.62468982,-,4.83333349,1.93333328,-,∞,0.57790333,303.49026489,-,84,0.57358241,-,646.25,0.0032627,1.13653314,18.94221878,-,-,49.77481842,0.00388416,4.28800011,825.34521484,59.70000076,12.8731041,77.59420776,11,0.76918668,32,3.48090577,2.63956046,9.35068321,37.88430786,10.69418335,-,7.45638561,26.41435814,4.67999983,5,9.8039217,5.47035217,7.18364,13.92022991,20.29276848,0.01011597,1.99340057,33,10.36400032,23.61800003,-11.21909428,14,-
Sun Feb 04 14:06:05 GMT+05:30 2018,04-Feb-2018 14:06:04.360,77.59422011,12.87310967,1.6,4.288,824.697021484375,72.9,-0.02530313,-0.02749071,0.58900011,0.67569864,-,4.85714293,2.125,-,0.22553571,0.55104417,302.06469727,-,84,0.54256499,-,738.75,0.00361395,0.87350583,14.55843067,-,-,49.77417755,0.00430232,4.28800011,824.69702148,72.90000153,12.87310982,77.59422302,13,0.72759163,32,3.62594342,5.7239604,9.32060146,17.47005844,10.72869873,-,16.16938019,26.32938194,5.75999975,5,9.8039217,7.01320124,6.99901485,14.2874279,19.77122879,0.01159236,1.99487698,34,11.3760004,23.61800003,-11.07405663,14.10000038,-
Sun Feb 04 14:06:06 GMT+05:30 2018,04-Feb-2018 14:06:05.359,77.59423843,12.87311438,1.91,4.288,824.8756103515625,80.3,0.03677475,-0.08051227,0.62060493,0.72615683,-,5,2.35294127,-,0.22553571,0.49890852,301.55282593,-,84,0.54256499,-,770.75,0.0039494,1.53105628,25.51760483,-,-,49.77356339,0.00470167,4.28800011,824.87561035,80.30000305,12.87311459,77.59423828,12,0.72759163,32,6.09158516,3.91879511,9.29721642,25.51751709,10.75568295,-,11.07004261,26.26332474,6.87599993,6,9.8039217,7.01320124,6.79366684,14.71928501,19.19114876,0.01273972,1.99602425,35,12.31499958,23.61800003,-8.60841465,14,-
Sun Feb 04 14:06:07 GMT+05:30 2018,04-Feb-2018 14:06:06.359,77.59426181,12.87311695,2.36,4.288,824.50927734375,94.3,0.20124891,0.09173161,0.47160855,1.00053823,-,5.22222233,2.61111116,-,0.32277876,0.49890852,300.79373169,-,84,0.90127867,-,1175.25,0.0041794,1.05086744,17.5144577,-,-,49.77313995,0.00497548,4.28800011,824.50927734,94.30000305,12.87311649,77.59426117,11,1.20863461,32,3.62594342,6.66104746,9.28585434,15.0123415,10.7688446,-,18.81651878,26.23122597,8.49599934,7,9.8039217,9.68370438,6.78537798,14.73726559,19.16773415,0.01441167,1.99769628,37,13.43500042,23.61800003,-11.07405663,13.89999962,-
Sun Feb 04 14:06:08 GMT+05:30 2018,04-Feb-2018 14:06:07.358,77.59428301,12.87312133,2.85,4.288,823.934326171875,99.2,-0.14313337,0.03145084,0.49131587,0.60095549,-,5.909091,3.25,-,0.32277876,0.42651147,300.42407227,-,84,1.15947771,-,1128,0.00436299,1.05611742,17.60195541,-,-,49.77280426,0.00519403,4.28800011,823.93432617,99.19999695,12.87312126,77.59428406,10,1.55488515,32,2.75571704,8.52163219,9.2825737,11.73459721,10.77264977,-,24.07240677,26.22196007,10.25999928,9,9.8039217,9.81556511,6.88751078,14.51873207,19.45624542,0.01834528,2.00162983,37,14.36499977,23.61800003,-11.94428253,14,-
