GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Cost per mile/km (Instant)($/km),Cost per mile/km (Trip)($/km),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sun Feb 04 16:23:59 GMT+05:30 2018,04-Feb-2018 16:23:58.399,77.59329691,12.86026072,1.12,18.224,813.1768798828125,224.7,-0.05340778,0.52883911,-0.43238056,0.55482912,-,4.0999999,1.74468088,-,∞,0.70695001,230.21087646,0,48,0.08439429,47.05882263,925,0.02801999,2.16140127,36.02335358,-,-,47.69049835,0.03335713,18.22400093,813.17687988,224.69999695,12.86026096,77.59329987,9,0.11317461,28,7.10684919,0,7.42614841,-,13.46565056,-,0,20.97782135,4.03200006,0,7.45098066,-,2.23176169,44.80672073,6.30441141,0.06378653,13.0114212,119,51.79299927,67.5739975,-7.44811296,13.39999962,-
Sun Feb 04 16:24:04 GMT+05:30 2018,04-Feb-2018 16:24:03.400,77.59325858,12.86022575,0.66,16.08,811.47802734375,279.2,-0.00002582,-0.24232231,0.08996308,0.86563557,-,3.9523809,1.69387758,-,∞,0.73035163,230.18934631,0,48,0.08519298,41.17647171,913,0.02930554,2.1370554,35.61759186,-,-,47.68814468,0.03488755,16.07999992,811.47802734,279.20001221,12.86022568,77.59326172,12,0.11424567,28,6.96181154,0,7.4258213,-,13.46624374,-,0,20.97689629,2.37599993,0,7.05882359,0.88425595,2.22522497,44.93834305,6.28594589,0.06441902,13.01205349,124,54.37599945,70,-7.73818827,13.60000038,-
Sun Feb 04 16:24:09 GMT+05:30 2018,04-Feb-2018 16:24:08.400,77.59324232,12.86030489,0.74,16.08,814.384765625,293.0,-0.0438731,0.13303922,-0.17752457,0.82969886,-,3.58333325,1.65384614,-,6.03472805,0.80571032,230.05780029,0,49,-,38.82352829,931,0.03235921,2.02155709,33.69261932,-,-,47.68255234,0.03852287,16.07999992,814.38476562,293,12.86030483,77.59323883,8,-,28,6.67173576,0.4946596,7.41940832,202.15501404,13.47788334,-,1.39734352,20.95878029,2.66400003,1,7.05882359,-,2.12609529,47.03359985,6.00591898,0.06511208,13.01274681,129,58.14400101,71.00099945,-8.02826405,13.60000038,-
Sun Feb 04 16:24:14 GMT+05:30 2018,04-Feb-2018 16:24:13.399,77.59322675,12.8603515,0.0,12.864,815.4951171875,0.0,0.01612324,-0.22902025,0.26757631,0.85276127,-,3.48000002,1.64150941,-,5.2240696,0.84782028,229.94068909,0,50,-,38.4313736,940,0.03437809,1.93998933,32.33315659,-,-,47.67885208,0.0409263,12.86400032,815.49511719,0,12.86035156,77.59322357,10,-,28,6.23662281,0.51545781,7.41621828,193.9982605,13.48368073,-,1.45609546,20.94976807,0,0,6.66666698,1.02209353,2.08135533,48.0446167,5.8795352,0.06525708,13.01289177,134,60.30699921,73.90000153,-8.31833935,13.39999962,-
Sun Feb 04 16:24:19 GMT+05:30 2018,04-Feb-2018 16:24:18.399,77.59332633,12.86039381,0.0,10.72,814.4825439453125,0.0,-0.0102952,-0.23652522,0.26708791,0.82280362,-,3.48000002,1.52631581,-,∞,0.92122567,229.80543518,0,51,-,49.80392075,714,0.03735459,2.21814394,36.96906662,-,-,47.67340088,0.04446975,10.72000027,814.48254395,0,12.86039352,77.59332275,12,-,28,9.71752834,0,7.41572905,-,13.4845705,-,0,20.94838715,0,0,7.84313726,-,2.07353687,48.22577286,5.85744905,0.06525708,13.01289177,139,60.30699921,78.8010025,-6.43284893,13.5,-
Sun Feb 04 16:24:24 GMT+05:30 2018,04-Feb-2018 16:24:23.400,77.59333853,12.86040541,0.0,10.72,815.1790771484375,0.0,0.00777264,-0.14433321,0.19130725,0.87850988,-,3.38461542,1.49152541,-,∞,0.97327614,229.78175354,0,51,0.19748573,49.80392075,1177,0.03946517,2.48498845,41.41647339,-,-,47.66953659,0.04698235,10.72000027,815.17907715,0,12.86040497,77.59333801,14,0.26483274,28,8.55722618,0,7.41556597,-,13.48486614,-,0,20.94792747,0,0,9.01960754,0.82333374,2.07106853,48.28325272,5.85047579,0.06692582,13.0145607,144,63.30199814,81.03600311,-6.28781128,13.30000019,-
Sun Feb 04 16:24:29 GMT+05:30 2018,04-Feb-2018 16:24:28.400,77.59336436,12.8604243,0.0,9.648001,816.968017578125,0.0,-0.04005438,-0.18814196,0.2423161,0.80925894,-,3.38461542,1.35384619,-,0.6918717,0.96625954,229.76533508,0,52,0.08128268,30.98039246,970,0.04018258,0.43716776,7.28612947,-,-,47.66822052,0.0478364,9.64800072,816.96801758,0,12.86042404,77.5933609,13,0.10900187,28,7.10684919,0,7.41524076,-,13.48545837,-,0,20.94700813,0,2,8.23529434,-,2.06631756,48.39426422,5.83705568,0.06722291,13.01485729,149,64.3010025,84.72299957,-8.02826405,13.80000019,-
Sun Feb 04 16:24:34 GMT+05:30 2018,04-Feb-2018 16:24:33.400,77.59336418,12.86042625,0.0,9.648001,817.573486328125,0.0,0.05951797,-0.18027146,0.24335356,0.91493499,-,3.28571439,1.37313437,-,3.71093631,0.9911117,229.74784851,0,52,-,37.25490189,954,0.04159268,2.32434487,38.73907852,-,-,47.66563797,0.0495151,9.64800072,817.57348633,0,12.86042595,77.5933609,11,-,28,6.81677389,0.86044252,7.41222143,116.21685028,13.49095154,-,2.43062854,20.93847847,0,1,7.45098066,1.66162634,2.03827405,49.06009674,5.75783634,0.06969193,13.01732635,154,69.55699921,84.72299957,-7.44811296,13.30000019,-
Sun Feb 04 16:24:39 GMT+05:30 2018,04-Feb-2018 16:24:38.400,77.59336351,12.86042847,0.0,9.648001,817.453857421875,0.0,-0.01379413,-0.22706819,0.23792355,0.82939243,-,3.060606,1.40277779,-,0.40744299,0.96268553,229.55439758,0,54,0.21941373,38.4313736,928,0.04246806,0.49822396,8.30373287,-,-,47.6640358,0.05055722,9.64800072,817.45385742,0,12.86042881,77.5933609,12,0.29423866,28,6.67173576,0.94357437,7.40627098,105.9777832,13.50179005,-,2.6654644,20.92166901,0,2,7.05882359,0.95157492,1.9897846,50.25564957,5.62086058,0.07271305,13.0203476,159,74.64199829,84.72299957,-7.88322592,13.5,-
Sun Feb 04 16:24:44 GMT+05:30 2018,04-Feb-2018 16:24:43.401,77.59336535,12.86043368,0.0,9.648001,817.84326171875,0.0,-0.00362853,-0.20931293,0.16915946,0.85898453,-,3.02941179,1.41095889,-,1.07539523,0.96534866,229.4520874,0,54,0.28402632,37.64706039,921,0.0436161,2.04580688,34.09678268,-,-,47.6619339,0.05192393,9.64800072,817.84326172,0,12.86043358,77.59336853,13,0.38088557,28,6.38166046,0.97759235,7.40331411,102.28999329,13.50718307,-,2.76156044,20.91331673,0,4,7.05882359,-,1.96778047,50.81762314,5.55870152,0.07603791,13.0236721,164,79.40599823,84.72299957,-8.02826405,13.80000019,-
Sun Feb 04 16:24:49 GMT+05:30 2018,04-Feb-2018 16:24:48.399,77.59337089,12.86044429,0.52,9.648001,818.396484375,121.9,0.03716529,-0.20717888,0.26098749,0.88180429,-,3.10526323,1.53246748,-,1.76047218,0.96641552,229.25750732,0,54,-,36.47058868,919,0.04664138,1.93366325,32.22771835,-,-,47.65639114,0.05552545,9.64800072,818.39648438,121.90000153,12.86044407,77.59336853,14,-,28,6.38166046,1.55143237,7.39816189,64.45522308,13.51659012,-,4.38257742,20.89876175,1.87199986,2,6.66666698,8.5891037,1.96069562,51.00124741,5.53868818,0.08032181,13.02795601,169,84.46299744,84.72299957,-8.31833935,13.39999962,-
Sun Feb 04 16:24:54 GMT+05:30 2018,04-Feb-2018 16:24:53.401,77.59336852,12.86048821,0.8,9.648001,822.929931640625,95.0,0.00967884,-0.19930685,0.27532548,0.85038298,-,3.07692313,1.53846157,-,1.04509103,0.96930897,229.15725708,0,55,-,35.29411697,910,0.04856718,1.93788052,32.29800797,-,-,47.65286636,0.05781807,9.64800072,822.92993164,95,12.86048794,77.59336853,14,-,28,6.09158516,1.03203738,7.39523745,96.89369965,13.52193451,-,2.91535974,20.89050102,2.87999988,1,6.66666698,-,1.94174337,51.4990387,5.48515081,0.08310251,13.03073692,174,89.61100006,84.72299957,-8.31833935,13.80000019,-
Sun Feb 04 16:24:59 GMT+05:30 2018,04-Feb-2018 16:24:58.401,77.59335042,12.86051226,0.0,9.648001,822.660400390625,0.0,0.00714696,-0.22505546,0.24353711,0.85062718,-,3.0250001,1.47560978,-,∞,0.98864979,228.94696045,0,56,-,32.15686417,776,0.05108151,1.77704549,29.61742401,-,-,47.64826202,0.06081133,9.64800072,822.66040039,0,12.86051273,77.59335327,16,-,28,6.23662281,0,7.39192533,-,13.5279932,-,0,20.88114548,0,0,6.27450991,-,1.91178668,52.30600357,5.400527,0.08315168,13.03078651,179,90.3030014,88.98300171,-8.89849091,14,-
Sun Feb 04 16:25:04 GMT+05:30 2018,04-Feb-2018 16:25:03.401,77.59334766,12.86052033,0.0,9.648001,822.8818359375,0.0,0.01938174,-0.15464416,0.18947807,0.88924855,-,2.97560978,1.46987951,-,∞,1.02561677,228.92015076,0,57,1.55680096,49.80392075,1091,0.05299152,1.64238703,27.37311554,-,-,47.64476395,0.06308515,9.64800072,822.88183594,0,12.86052036,77.59334564,18,2.08770442,29,8.12211323,0.6088593,7.38865376,164.23814392,13.53398323,-,1.7199415,20.87190437,0,5,8.23529434,1.53567529,1.88548541,53.0356369,5.32623005,0.08771556,13.03534985,184,94.76699829,89.35800171,-6.57788658,13.30000019,-
